xsd.jp	dns-c.iij.ad.jp.,dns-b.iij.ad.jp.
ymm-qatbeat.com	asns2.customer.ne.jp.,asns1.customer.ne.jp.
e-qix.jp	dns-b.iij.ad.jp.,dns-c.iij.ad.jp.
fxif.co.jp	dns-c.iij.ad.jp.,dns-b.iij.ad.jp.
fxif.jp	dns-b.iij.ad.jp.,dns-c.iij.ad.jp.
beat-sp.jp	asns1.customer.ne.jp.,asns2.customer.ne.jp.
fxsc.co.jp	dns-c.iij.ad.jp.,dns-b.iij.ad.jp.
fukuixerox.co.jp	asns2.customer.ne.jp.,asns1.customer.ne.jp.
t-trank.jp	01.dnsv.jp.,02.dnsv.jp.,03.dnsv.jp.,04.dnsv.jp.
technol.co.jp	asns1.customer.ne.jp.,asns2.customer.ne.jp.
w-xerox.co.jp	asns2.customer.ne.jp.,asns1.customer.ne.jp.
okixerox.co.jp	asns1.customer.ne.jp.,asns2.customer.ne.jp.
aichi-rofuku.com	uns01.lolipop.jp.,uns02.lolipop.jp.
fxsvl.co.jp	dns-b.iij.ad.jp.,dns-c.iij.ad.jp.
mhi-cacbac.com	
1-800-ask-xerox.com	
1800askxerox.com	ash.xerox.com.,gum.xerox.com.,adrastea.xerox.com.,carme.xerox.com.,athena.xerox.com.
800askxerox.com	
aboutxerox.com	
actividad-premier-partners.com	
altalink.info	
altalink.net	
altalink.org	
altalink.solutions	
altalink.support	
altalink.us	
anix.co.uk	ns3.acs-ito.co.uk.,ns1.acs-ito.co.uk.,ns2.acs-ito.co.uk.
annemulcahy.com	ash.xerox.com.,adrastea.xerox.com.,betelgeuse.xerox.com.,carme.xerox.com.,curly.xerox.com.,gum.xerox.com.,shemp.xerox.com.,athena.xerox.com.
annmulcahy.com	
apeos.co.nz	curly.xerox.com.,carme.xerox.com.,gum.xerox.com.,athena.xerox.com.,shemp.xerox.com.,ash.xerox.com.,betelgeuse.xerox.com.,adrastea.xerox.com.
apeosport.com	
authorizedxeroxdealer.com	
authorizedxeroxreseller.com	
ax-beat.com	asns2.customer.ne.jp.,asns1.customer.ne.jp.
bankonxerox.com	ns4.p30.dynect.net.,ns1.p30.dynect.net.,ns3.p30.dynect.net.,ns2.p30.dynect.net.
beat-okayama.com	asns1.customer.ne.jp.,asns2.customer.ne.jp.
bessergehtimmer.net	shemp.xerox.com.,curly.xerox.com.,carme.xerox.com.,betelgeuse.xerox.com.,gum.xerox.com.,ash.xerox.com.,adrastea.xerox.com.,athena.xerox.com.
blitzdocuments.com	
blueprintxerox.com	
brotherdominic.com	
buildyourownxerox.com	ns2.phoenixgp.com.,ns1.phoenixgp.com.
businessofprinting.com	
buy-xerox.com	
buyphaser.com	betelgeuse.xerox.com.,curly.xerox.com.,athena.xerox.com.,ash.xerox.com.,shemp.xerox.com.,carme.xerox.com.,adrastea.xerox.com.,gum.xerox.com.
buysellxerox.com	
buyxeroxink.com	
buyxeroxonline.com	
callxerox.com	gum.xerox.com.,ash.xerox.com.,adrastea.xerox.com.,curly.xerox.com.,athena.xerox.com.,carme.xerox.com.
cartridgetonerxerox.com	
categorix.com	
catepix.com	
centerware.cn	adrastea.xerox.com.,curly.xerox.com.
centerware.com	curly.xerox.com.,ash.xerox.com.,gum.xerox.com.,carme.xerox.com.,betelgeuse.xerox.com.,athena.xerox.com.,shemp.xerox.com.,adrastea.xerox.com.
centraluniv.com	curly.xerox.com.,adrastea.xerox.com.,carme.xerox.com.,ash.xerox.com.,betelgeuse.xerox.com.,gum.xerox.com.,shemp.xerox.com.,athena.xerox.com.
centreware.cn	carme.xerox.com.,adrastea.xerox.com.,athena.xerox.com.,gum.xerox.com.
centreware.co.uk	
centreware.com.mx	ash.xerox.com.,gum.xerox.com.,adrastea.xerox.com.,carme.xerox.com.
centreware.com	betelgeuse.xerox.com.,carme.xerox.com.,adrastea.xerox.com.,athena.xerox.com.,ash.xerox.com.,gum.xerox.com.,shemp.xerox.com.,curly.xerox.com.
centreware.net	
centrewareweb.com	adrastea.xerox.com.,carme.xerox.com.,ash.xerox.com.,athena.xerox.com.,gum.xerox.com.,curly.xerox.com.,shemp.xerox.com.,betelgeuse.xerox.com.
cheapxeroxink.com	
cheapxeroxinks.com	
cloudxerox.com	
coloratwork.com	gum.xerox.com.,ash.xerox.com.,shemp.xerox.com.,adrastea.xerox.com.,carme.xerox.com.,curly.xerox.com.,betelgeuse.xerox.com.,athena.xerox.com.
colorbywords.com	
colorbyxerox.com	
colorprintercartridges.com	
colorqube.at	
colorqube.co.in	
colorqube.co.uk	shemp.xerox.com.,athena.xerox.com.,curly.xerox.com.,adrastea.xerox.com.,ash.xerox.com.,betelgeuse.xerox.com.,carme.xerox.com.,gum.xerox.com.
colorqube.co.za	
colorqube.com.cn	dns32.hichina.com.,dns31.hichina.com.
colorqube.com.mx	
colorqube.com.pt	
colorqube.com.ru	
colorqube.com.tr	
colorqube.com.tw	
colorqube.com	nsg1.namebrightdns.com.,nsg2.namebrightdns.com.
colorqube.dk	
colorqube.ie	
colorqube.mx	
colorqube.pt	
colorqube.uk	
colorqubeprinter.com	ash.xerox.com.,adrastea.xerox.com.,athena.xerox.com.,betelgeuse.xerox.com.,carme.xerox.com.,gum.xerox.com.
colorqubes.com	
colorsticks.com	betelgeuse.xerox.com.,carme.xerox.com.,shemp.xerox.com.,curly.xerox.com.,gum.xerox.com.,athena.xerox.com.,ash.xerox.com.,adrastea.xerox.com.
colorsticks.info	
colorsticks.net	athena.xerox.com.,ash.xerox.com.,adrastea.xerox.com.,carme.xerox.com.,curly.xerox.com.,betelgeuse.xerox.com.,shemp.xerox.com.,gum.xerox.com.
colorsticks.org	
colourqube.co.nz	
colourqube.co.uk	
colourqube.com	
colourqube.uk	
colourqubeprinter.com	
colourqubes.com	
commhub.services	shemp.xerox.com.,gum.xerox.com.,athena.xerox.com.,ash.xerox.com.,betelgeuse.xerox.com.,curly.xerox.com.,carme.xerox.com.,adrastea.xerox.com.
connectkey.dk	athena.xerox.com.,gum.xerox.com.,betelgeuse.xerox.com.,ash.xerox.com.,adrastea.xerox.com.,carme.xerox.com.
connectkey.ie	gum.xerox.com.,betelgeuse.xerox.com.,athena.xerox.com.,ash.xerox.com.,adrastea.xerox.com.,carme.xerox.com.
connectkey.mx	betelgeuse.xerox.com.,adrastea.xerox.com.,gum.xerox.com.,carme.xerox.com.,athena.xerox.com.,ash.xerox.com.
connectkey.tech	dns1.name-services.com.,dns3.name-services.com.,dns2.name-services.com.,dns5.name-services.com.,dns4.name-services.com.
connectkey.technology	dns4.name-services.com.,dns3.name-services.com.,dns5.name-services.com.,dns1.name-services.com.,dns2.name-services.com.
connectkey.uk	
connectkeyapps.com	
connectwithopportunity.com	
continuousfeedprinter.com	
correlationmark.com	
cos-xerox.com	
cos-xerox.org	
cotg-xerox.com	
ddcbookings.co.uk	curly.xerox.com.,athena.xerox.com.,ash.xerox.com.,gum.xerox.com.,shemp.xerox.com.,carme.xerox.com.,adrastea.xerox.com.
digitalprintingevents.com	gum.xerox.com.,adrastea.xerox.com.,athena.xerox.com.,betelgeuse.xerox.com.,carme.xerox.com.,ash.xerox.com.
digitalprintinghotspot.com	
digitalprintingsecurity.com	
discovercms.com	
docu-share.com	
docucentre.jp	carme.xerox.com.,athena.xerox.com.,adrastea.xerox.com.,gum.xerox.com.
docucolor.co.uk	
documatescanner.com	
documatescanners.com	
documentadvisors.com	
documentmangement.com	
documentsatwork.com	
documentscaners.com	
documentsmart.com	ns3.dreamhost.com.,ns2.dreamhost.com.,ns1.dreamhost.com.
documentvisualisation.com	
documentvisualization.com	
documission.com	ns1.virtualisys.com.,ns2.virtualisys.com.
docuprint.cn	carme.xerox.com.,gum.xerox.com.,athena.xerox.com.,adrastea.xerox.com.
docushare.technology	dns5.name-services.com.,dns2.name-services.com.,dns3.name-services.com.,dns1.name-services.com.,dns4.name-services.com.
docusharecloud.com	
docushareexpress.com	
docusharemobile.com	
docushareonline.net	
docutech.info	
docutech.jp	
dotfujixerox.com	
dotxerox.com	
dtc-xerox.com	adrastea.xerox.com.,ash.xerox.com.,carme.xerox.com.,athena.xerox.com.,gum.xerox.com.
eatoner.com	
eatoners.com	
ebc-xerox.com	ns.webnext.com.,ns2.webnext.com.
engineeringbetter.com	
enterpriseprintservices.com	
eraseablepaper.com	
evenement-premierpartner.com	
evenement-xerox.com	adrastea.xerox.com.,shemp.xerox.com.,gum.xerox.com.,curly.xerox.com.,ash.xerox.com.,carme.xerox.com.
evento-xerox.com	curly.xerox.com.,gum.xerox.com.,adrastea.xerox.com.,ash.xerox.com.,carme.xerox.com.,shemp.xerox.com.
everlastingprinters.co.uk	ns.domainnetwork.se.,ns2.domainnetwork.se.,ns3.domainnetwork.com.
everythingxerox.com	
facebookxerox.com	betelgeuse.xerox.com.,curly.xerox.com.,carme.xerox.com.,gum.xerox.com.,shemp.xerox.com.,ash.xerox.com.,adrastea.xerox.com.,athena.xerox.com.
findxeroxagents.com	ns2.zonomi.com.,ns1.zonomi.com.
findxeroxdealers.com	
fixmyxerox.com	ns44.domaincontrol.com.,ns43.domaincontrol.com.
fixmyxeroxnow.com	ns43.domaincontrol.com.,ns44.domaincontrol.com.
fluorescentmark.com	
freecolorprinter.com	
freecolorprinters.com	ash.xerox.com.,carme.xerox.com.,gum.xerox.com.,adrastea.xerox.com.,shemp.xerox.com.,curly.xerox.com.,athena.xerox.com.
freedomtocare.com	
freedomtofocus.com	carme.xerox.com.,adrastea.xerox.com.,ash.xerox.com.,betelgeuse.xerox.com.,athena.xerox.com.,gum.xerox.com.
freeflow.management	dns4.name-services.com.,dns1.name-services.com.,dns2.name-services.com.,dns3.name-services.com.,dns5.name-services.com.
freeflow.software	dns2.name-services.com.,dns5.name-services.com.,dns1.name-services.com.,dns3.name-services.com.,dns4.name-services.com.
freeflow.tech	dns3.name-services.com.,dns2.name-services.com.,dns5.name-services.com.,dns1.name-services.com.,dns4.name-services.com.
freeflow.technology	dns4.name-services.com.,dns3.name-services.com.,dns5.name-services.com.,dns2.name-services.com.,dns1.name-services.com.
freeflow.tools	dns4.name-services.com.,dns5.name-services.com.,dns3.name-services.com.,dns1.name-services.com.,dns2.name-services.com.
freeflowcore.com	athena.xerox.com.,gum.xerox.com.,carme.xerox.com.,ash.xerox.com.,betelgeuse.xerox.com.,adrastea.xerox.com.
freeflowdigitalpublisher.com	ash.xerox.com.,betelgeuse.xerox.com.,adrastea.xerox.com.,carme.xerox.com.,athena.xerox.com.,gum.xerox.com.
freeflowexpress.com	
freeflowexpresstoprint.com	
freeflowmakeready.com	
freeflowoutputmanager.com	
freeflowprintserver.com	
freeflowprocessmanager.com	
freeflowpublisher.com	
freeflowvariableinformationsuite.com	
freeflowvipp.com	
freeflowxerox.com	
frugalcolor.com	
frugalcolour.com	
fuckxerox.com	adrastea.xerox.com.
fuji-xerox.asia	
fuji-xerox.co.nz	ns2.onenet.co.nz.,ns1.onenet.co.nz.
fuji-xerox.com.cn	adrastea.xerox.com.,gum.xerox.com.,athena.xerox.com.,carme.xerox.com.
fuji-xerox.com.sg	gum.xerox.com.,carme.xerox.com.,athena.xerox.com.,adrastea.xerox.com.
fuji-xerox.com	
fuji-xerox.info	
fuji-xerox.jp	gum.xerox.com.,carme.xerox.com.,athena.xerox.com.,adrastea.xerox.com.
fuji-xerox.net	
fuji-xerox.org	
fuji-xerox.ph	athena.xerox.com.,adrastea.xerox.com.,gum.xerox.com.
fuji-xerox.sg	athena.xerox.com.,gum.xerox.com.,adrastea.xerox.com.,carme.xerox.com.
fuji-xerox.tv	athena.xerox.com.,carme.xerox.com.,gum.xerox.com.,adrastea.xerox.com.
fuji-xerox.tw	adrastea.xerox.com.,athena.xerox.com.,gum.xerox.com.,carme.xerox.com.
fuji-xeroxaustralia.com	athena.xerox.com.,gum.xerox.com.,adrastea.xerox.com.,carme.xerox.com.
fuji-xeroxchina.com	carme.xerox.com.,athena.xerox.com.,adrastea.xerox.com.,gum.xerox.com.
fuji-xeroxprinter.com	
fuji-xeroxprinters.com	
fujiexerox.com	
fujifilmxerox.com	
fujiprinter.com	
fujixerox.adult	
fujixerox.asia	gum.xerox.com.,carme.xerox.com.,athena.xerox.com.,adrastea.xerox.com.
fujixerox.biz	
fujixerox.blog	NS2.101DOMAIN.COM.,NS1.101DOMAIN.COM.,NS5.101DOMAIN.COM.
fujixerox.career	ns2.ipmirror.com.,ns3.ipmirror.com.,ns1.ipmirror.com.
fujixerox.cloud	dns4.name-services.com.,dns2.name-services.com.,dns1.name-services.com.,dns5.name-services.com.,dns3.name-services.com.
fujixerox.cn	ns6.hotsales.net.
fujixerox.co.nz	ns1.onenet.co.nz.,ns2.onenet.co.nz.
fujixerox.co.uk	
fujixerox.co	gum.xerox.com.,carme.xerox.com.,adrastea.xerox.com.,shemp.xerox.com.,ash.xerox.com.,betelgeuse.xerox.com.,athena.xerox.com.,curly.xerox.com.
fujixerox.com.cn	dns1.fujixeroxap.net.,dns2.fujixeroxap.net.
fujixerox.com.ph	ns2.jamylcruz.com.,ns1.jamylcruz.com.
fujixerox.com.ru	betelgeuse.xerox.com.,carme.xerox.com.,athena.xerox.com.,gum.xerox.com.,ash.xerox.com.,adrastea.xerox.com.
fujixerox.com.sg	dns1.fujixeroxap.net.,dns2.fujixeroxap.net.
fujixerox.com.tw	tfx.xerox.com.tw.
fujixerox.com	dns-b.iij.ad.jp.,dns-c.iij.ad.jp.
fujixerox.download	ns3.ipmirror.com.,ns2.ipmirror.com.,ns1.ipmirror.com.
fujixerox.help	dns5.name-services.com.,dns3.name-services.com.,dns2.name-services.com.,dns1.name-services.com.,dns4.name-services.com.
fujixerox.in	
fujixerox.info	
fujixerox.jp	gum.xerox.com.,shemp.xerox.com.,ash.xerox.com.,curly.xerox.com.,carme.xerox.com.,athena.xerox.com.
fujixerox.net.cn	ns6.hotsales.net.
fujixerox.net	dns-c.iij.ad.jp.,dns-b.iij.ad.jp.
fujixerox.news	dns3.name-services.com.,dns2.name-services.com.,dns5.name-services.com.,dns1.name-services.com.,dns4.name-services.com.
fujixerox.photo	dns1.name-services.com.,dns4.name-services.com.,dns5.name-services.com.,dns3.name-services.com.,dns2.name-services.com.
fujixerox.porn	
fujixerox.press	dns5.name-services.com.,dns2.name-services.com.,dns1.name-services.com.,dns4.name-services.com.,dns3.name-services.com.
fujixerox.reviews	dns4.name-services.com.,dns3.name-services.com.,dns5.name-services.com.,dns2.name-services.com.,dns1.name-services.com.
fujixerox.sale	dns4.name-services.com.,dns3.name-services.com.,dns1.name-services.com.,dns2.name-services.com.,dns5.name-services.com.
fujixerox.sex	ns1.ipmirror.com.,ns2.ipmirror.com.,ns3.ipmirror.com.
fujixerox.sg	dns1.cscdns.net.,dns2.cscdns.net.
fujixerox.shop	dns5.name-services.com.,dns3.name-services.com.,dns4.name-services.com.,dns2.name-services.com.,dns1.name-services.com.
fujixerox.site	dns5.name-services.com.,dns3.name-services.com.,dns1.name-services.com.,dns2.name-services.com.,dns4.name-services.com.
fujixerox.software	dns5.name-services.com.,dns4.name-services.com.,dns2.name-services.com.,dns3.name-services.com.,dns1.name-services.com.
fujixerox.tech	
fujixerox.tv	athena.xerox.com.,gum.xerox.com.,carme.xerox.com.,adrastea.xerox.com.
fujixerox.tw	adrastea.xerox.com.,ash.xerox.com.,shemp.xerox.com.,curly.xerox.com.,carme.xerox.com.,gum.xerox.com.
fujixerox.us	
fujixerox.video	dns3.name-services.com.,dns2.name-services.com.,dns5.name-services.com.,dns1.name-services.com.,dns4.name-services.com.
fujixerox.website	dns3.name-services.com.,dns5.name-services.com.,dns4.name-services.com.,dns1.name-services.com.,dns2.name-services.com.
fujixeroxap.com	dns2.fujixeroxap.net.,dns1.fujixeroxap.net.
fujixeroxap.net	dns1.fujixeroxap.net.,dns2.fujixeroxap.net.
fujixeroxap.org	dns1.fujixeroxap.net.,dns2.fujixeroxap.net.
fujixeroxapp.com	
fujixeroxapps.com	
fujixeroxasia.com	athena.xerox.com.,adrastea.xerox.com.,carme.xerox.com.,gum.xerox.com.
fujixeroxaustralia.com	ns2.fxa.com.au.,ns1.fxa.com.au.
fujixeroxawards.com	
fujixeroxchina.com	adrastea.xerox.com.,gum.xerox.com.,carme.xerox.com.,athena.xerox.com.
fujixeroxcloud.com	athena.xerox.com.,gum.xerox.com.,ash.xerox.com.,adrastea.xerox.com.,carme.xerox.com.,betelgeuse.xerox.com.
fujixeroxcloudservices.com	ash.xerox.com.,gum.xerox.com.,carme.xerox.com.,betelgeuse.xerox.com.,athena.xerox.com.
fujixeroxcolor.com	athena.xerox.com.,adrastea.xerox.com.,carme.xerox.com.,curly.xerox.com.,ash.xerox.com.,shemp.xerox.com.,gum.xerox.com.,betelgeuse.xerox.com.
fujixeroxcolorprinter.com	
fujixeroxcolorprinters.com	
fujixeroxcopier.com	
fujixeroxcopier.jp	
fujixeroxcopiers.asia	
fujixeroxcopiers.com	
fujixeroxcopiers.jp	
fujixeroxdealer.com	
fujixeroxdealers.com	
fujixeroxdemo.com	
fujixeroxdigitalprinting.com	
fujixeroxdocuprint.com	
fujixeroxdocuwide.com	
fujixeroxdocuworks.com	
fujixeroxenvironment.com	
fujixeroxevent.com	carme.xerox.com.,adrastea.xerox.com.,athena.xerox.com.,gum.xerox.com.,ash.xerox.com.,betelgeuse.xerox.com.
fujixeroxglobalservices.com	
fujixeroxglobalservices.jp	ash.xerox.com.,gum.xerox.com.,athena.xerox.com.,carme.xerox.com.,adrastea.xerox.com.,shemp.xerox.com.,curly.xerox.com.
fujixeroxgreen.com	
fujixeroxjapan.com	
fujixeroxmalaysia.com	
fujixeroxmobile.com	
fujixeroxmobileprint.com	
fujixeroxmobileprinting.com	
fujixeroxnuvera.com	
fujixeroxnuvera.jp	curly.xerox.com.,carme.xerox.com.,gum.xerox.com.,ash.xerox.com.,athena.xerox.com.,adrastea.xerox.com.,shemp.xerox.com.
fujixeroxpatent.com	athena.xerox.com.,adrastea.xerox.com.,gum.xerox.com.,carme.xerox.com.,ash.xerox.com.,betelgeuse.xerox.com.
fujixeroxpatents.com	betelgeuse.xerox.com.,gum.xerox.com.,carme.xerox.com.,adrastea.xerox.com.,athena.xerox.com.,ash.xerox.com.
fujixeroxphaser.com	
fujixeroxphasers.com	
fujixeroxphilippines.com	
fujixeroxprint.com	
fujixeroxprinter.com	
fujixeroxprinter.jp	curly.xerox.com.,ash.xerox.com.,gum.xerox.com.,carme.xerox.com.,shemp.xerox.com.,athena.xerox.com.
fujixeroxprinterdrivers.com	
fujixeroxprinters.asia	
fujixeroxprinters.co.nz	gum.xerox.com.,athena.xerox.com.,betelgeuse.xerox.com.
fujixeroxprinters.com.cn	gum.xerox.com.,athena.xerox.com.,carme.xerox.com.
fujixeroxprinters.com.ph	adrastea.xerox.com.,athena.xerox.com.,gum.xerox.com.
fujixeroxprinters.com.sg	gum.xerox.com.,athena.xerox.com.,carme.xerox.com.
fujixeroxprinters.com	athena.xerox.com.,curly.xerox.com.,gum.xerox.com.,carme.xerox.com.
fujixeroxprinters.jp	curly.xerox.com.,shemp.xerox.com.,ash.xerox.com.,carme.xerox.com.,athena.xerox.com.,gum.xerox.com.
fujixeroxprinters.ph	ash.xerox.com.,adrastea.xerox.com.,athena.xerox.com.
fujixeroxprinting.com	
fujixeroxprintservices.com	
fujixeroxquality.com	
fujixeroxrecycling.com	
fujixeroxresearch.com	
fujixeroxrewards.com	
fujixeroxsales.com	ash.xerox.com.,carme.xerox.com.,gum.xerox.com.,shemp.xerox.com.,betelgeuse.xerox.com.,athena.xerox.com.,curly.xerox.com.
fujixeroxservices.com	
fujixeroxservices.jp	athena.xerox.com.,gum.xerox.com.,ash.xerox.com.,curly.xerox.com.,carme.xerox.com.,shemp.xerox.com.
fujixeroxsingapore.com	
fujixeroxsolutions.com	
fujixeroxsucks.com	
fujixeroxsupplies.com	
fujixeroxsupplies.jp	carme.xerox.com.,ash.xerox.com.,athena.xerox.com.,gum.xerox.com.,shemp.xerox.com.,curly.xerox.com.
fujixeroxsurvey.com	
fujixeroxsustainability.com	
fujixeroxtechnology.com	
fujixeroxtoner.com	
fujixeroxtoner.jp	curly.xerox.com.,carme.xerox.com.,gum.xerox.com.,ash.xerox.com.,athena.xerox.com.,shemp.xerox.com.
fujixeroxvietnam.com	
fujixeroxwhois.com	
fujizerox.com	
fujxerox.com	gum.xerox.com.,shemp.xerox.com.,adrastea.xerox.com.,ash.xerox.com.,athena.xerox.com.,carme.xerox.com.,betelgeuse.xerox.com.,curly.xerox.com.
fxbrandprotection.com	ns7.markmonitor.com.,ns4.markmonitor.com.,ns5.markmonitor.com.,ns1.markmonitor.com.,ns2.markmonitor.com.,ns3.markmonitor.com.,ns6.markmonitor.com.
fxprinter.com	
galaxe.org	ns2.3essentials.com.,ns.galaxe.org.,ns1.3essentials.com.
getxerox.com	ns2.hostfarm.net.,ns1.hostfarm.net.
getyourxeroxprinter.com	
gilhatchcenter.com	
gisxerox.com	
gkls.co.uk	
globaldocumentservices.com	
globalimagingsystem.com	
globalprintdriver.com	
globalprintdrivers.com	
glossmark.com	
govtoptimism.com	gum.xerox.com.,athena.xerox.com.,carme.xerox.com.,ash.xerox.com.,betelgeuse.xerox.com.
graphicscolor.com	
graphicsprinter.com	
graphicsprinting.com	
greenworldalliance.com	
greenxerox.com	
hbproperties.co.uk	ns2.phase8.net.,ns0.phase8.net.,ns1.phase8.net.
hokuriku-xerox.com	adrastea.xerox.com.,gum.xerox.com.,shemp.xerox.com.,carme.xerox.com.,betelgeuse.xerox.com.,ash.xerox.com.,athena.xerox.com.,curly.xerox.com.
ibuyxeroxsupplies.com	athena.xerox.com.,betelgeuse.xerox.com.,gum.xerox.com.,ash.xerox.com.,adrastea.xerox.com.,carme.xerox.com.
idcardcopy.com	
igen.at	gum.xerox.com.,ash.xerox.com.,adrastea.xerox.com.,athena.xerox.com.,carme.xerox.com.
igen.com.mx	ash.xerox.com.,carme.xerox.com.,gum.xerox.com.
igen.com.ru	
igen.mx	gum.xerox.com.,carme.xerox.com.,ash.xerox.com.
igen.pt	ash.xerox.com.,athena.xerox.com.,gum.xerox.com.,betelgeuse.xerox.com.,adrastea.xerox.com.,carme.xerox.com.
igen3.com	agent31.juming.com.
igen4.co.uk	
igen4.com	curly.xerox.com.,ash.xerox.com.,gum.xerox.com.,shemp.xerox.com.,carme.xerox.com.
igen4.mx	ash.xerox.com.,gum.xerox.com.,carme.xerox.com.
igen4diamond.com	
igendiamond.com	
igendigitalpress.com	
igenpress.com	
igenprinter.com	
ihgdevelopmentmarketingstore.com	adrastea.xerox.com.,carme.xerox.com.,betelgeuse.xerox.com.,gum.xerox.com.,athena.xerox.com.,ash.xerox.com.
ilease.com	betelgeuse.xerox.com.,gum.xerox.com.,adrastea.xerox.com.,ash.xerox.com.,carme.xerox.com.,athena.xerox.com.
imageoverwrite.com	
impressorasxerox.com	
info-xerox.com	ns4.inboxmarketer.com.,ns6.inboxmarketer.com.,ns3.inboxmarketer.com.,ns5.inboxmarketer.com.,ns1.inboxmarketer.com.,ns2.inboxmarketer.com.
infoxerox.com	
infraredmark.com	
inklift.com	
inklifting.com	
innovation.xerox	
insidexrcc.com	athena.xerox.com.,betelgeuse.xerox.com.,shemp.xerox.com.,ash.xerox.com.,adrastea.xerox.com.,gum.xerox.com.,carme.xerox.com.,curly.xerox.com.
investforlearning.com	gum.xerox.com.,betelgeuse.xerox.com.,adrastea.xerox.com.,athena.xerox.com.,carme.xerox.com.,ash.xerox.com.
investigatexerox.com	athena.xerox.com.,adrastea.xerox.com.,ash.xerox.com.,gum.xerox.com.,betelgeuse.xerox.com.,carme.xerox.com.
investigatingxerox.com	athena.xerox.com.,carme.xerox.com.,betelgeuse.xerox.com.,adrastea.xerox.com.,ash.xerox.com.,gum.xerox.com.
ion-pass.com	ns2.hosteurope.com.,ns.hosteurope.com.
ion-pass.net	ns.hosteurope.com.,ns2.hosteurope.com.
ionlsi.com	ns2.hosteurope.com.,ns.hosteurope.com.
ionpass.co.uk	shemp.xerox.com.,ash.xerox.com.,gum.xerox.com.,athena.xerox.com.,betelgeuse.xerox.com.,curly.xerox.com.,adrastea.xerox.com.,carme.xerox.com.
ionpass.net	ns.hosteurope.com.,ns2.hosteurope.com.
ionpass.uk	
ios-xerox.com	ns44.domaincontrol.com.,ns43.domaincontrol.com.
iot-xerox.com	ns43.domaincontrol.com.,ns44.domaincontrol.com.
iotg-xerox.com	ns43.domaincontrol.com.,ns44.domaincontrol.com.
it-globalforum.org	carme.xerox.com.,athena.xerox.com.,curly.xerox.com.,shemp.xerox.com.,betelgeuse.xerox.com.,adrastea.xerox.com.,ash.xerox.com.,gum.xerox.com.
ixerox.com	ash.xerox.com.,carme.xerox.com.,gum.xerox.com.
jobsatxerox.com	adrastea.xerox.com.,curly.xerox.com.,betelgeuse.xerox.com.,ash.xerox.com.,athena.xerox.com.,carme.xerox.com.,shemp.xerox.com.,gum.xerox.com.
jobswithxerox.com	
kago-xerox.com	carme.xerox.com.,athena.xerox.com.,adrastea.xerox.com.,gum.xerox.com.
kanagawaxerox.jp	carme.xerox.com.,adrastea.xerox.com.,athena.xerox.com.,gum.xerox.com.
laserprinterinkcartridges.com	
leasexerox.com	
letsfocus.com	
lewanxerox.com	
localxeroxagent.com	
localxeroxsales.com	athena.xerox.com.,ash.xerox.com.,gum.xerox.com.,curly.xerox.com.,adrastea.xerox.com.,carme.xerox.com.,betelgeuse.xerox.com.,shemp.xerox.com.
made2think.org	
madetothink.org	
mailxerox.com	
managedprinters.com	
managedprintevents.com	ash.xerox.com.,gum.xerox.com.,adrastea.xerox.com.,athena.xerox.com.,carme.xerox.com.
managedprintservices.com	adrastea.xerox.com.,carme.xerox.com.,gum.xerox.com.,ash.xerox.com.,athena.xerox.com.
marcomlibrary.com	ash.xerox.com.,gum.xerox.com.,carme.xerox.com.
meterassistant.com	
mfpprinter.com	
mfpprinters.com	
mobiledoc.com	
mobiledocumentsolutions.com	
mobileexpressdriver.com	
mobileprint.us	dns175.a.register.com.,dns196.c.register.com.,dns249.d.register.com.,dns243.b.register.com.
modixerox.com	dns1.cscdns.net.,dns2.cscdns.net.
motg-xerox.com	ns44.domaincontrol.com.,ns43.domaincontrol.com.
mps-event.com	athena.xerox.com.,adrastea.xerox.com.,carme.xerox.com.,gum.xerox.com.,ash.xerox.com.
mrc360-xerox.com	ns44.domaincontrol.com.,ns43.domaincontrol.com.
myclick2print.com	your.privatedns.com.,my.privatedns.com.
myclicktoprint.com	
mycolorprinter.com	
mycolourprinter.com	
mydocumentsolutions.com	
myxerox.com	shemp.xerox.com.,gum.xerox.com.,ash.xerox.com.,curly.xerox.com.
myxeroxagent.com	
myxeroxprinter.com	
myxeroxservice.com	
myxeroxsupplies.com	
myxeroxtoner.com	
narsacademy.com	
networkcolorprinter.com	
networkcolorprinting.com	
networkprinters.com	adrastea.xerox.com.,athena.xerox.com.,gum.xerox.com.,carme.xerox.com.,curly.xerox.com.,shemp.xerox.com.,ash.xerox.com.
never-endingprinter.co.uk	ns.domainnetwork.se.,ns2.domainnetwork.se.,ns3.domainnetwork.com.
neverendingprinter.co.uk	ns.domainnetwork.se.,ns2.domainnetwork.se.,ns3.domainnetwork.com.
neverendingprinters.co.uk	ns.domainnetwork.se.,ns2.domainnetwork.se.,ns3.domainnetwork.com.
newbusinessofdigital.com	
newsxerox.com	
nic.fujixerox	a3.verisigndns.com.,a2.verisigndns.com.,a1.verisigndns.com.
nic.xerox	a3.verisigndns.com.,a2.verisigndns.com.,a1.verisigndns.com.
niigataxerox.net	dns1.niigataxerox.net.,dns3.dion.ne.jp.
nos-xerox.com	
nos360-xerox.com	ns44.domaincontrol.com.,ns43.domaincontrol.com.
noxerox.com	
nuvera.co.uk	
